  4     1452   (25)   15 :  0.068 0.172 0.045 0.055 0.032 0.027 0.040 0.159 0.092 0.041 0.042 0.037 0.039 0.036 0.038 0.032 0.043     (0.000,0.322) (0.000,0.643) (0.000,0.228) (0.000,0.278) (0.000,0.160) (0.000,0.136) (0.000,0.203) (0.000,0.603) (0.000,0.418) (0.000,0.208) (0.000,0.212) (0.000,0.189) (0.000,0.196) (0.000,0.182) (0.000,0.194) (0.000,0.164) (0.000,0.220) 
587      127    (0)   15 :  0.069 0.052 0.043 0.052 0.065 0.062 0.054 0.033 0.120 0.050 0.061 0.048 0.049 0.047 0.061 0.080 0.054     (0.000,0.325) (0.000,0.258) (0.000,0.219) (0.000,0.259) (0.000,0.324) (0.000,0.306) (0.000,0.273) (0.000,0.166) (0.000,0.492) (0.000,0.252) (0.000,0.305) (0.000,0.239) (0.000,0.245) (0.000,0.238) (0.000,0.303) (0.000,0.388) (0.000,0.268) 
588     3315    (0)    8 :  0.043 0.036 0.047 0.052 0.053 0.061 0.051 0.126 0.127 0.047 0.055 0.055 0.050 0.066 0.041 0.047 0.040     (0.000,0.216) (0.000,0.181) (0.000,0.235) (0.000,0.264) (0.000,0.266) (0.000,0.307) (0.000,0.259) (0.000,0.475) (0.000,0.501) (0.000,0.237) (0.000,0.278) (0.000,0.275) (0.000,0.255) (0.000,0.320) (0.000,0.208) (0.000,0.238) (0.000,0.204) 
594     3333    (0)   13 :  0.038 0.023 0.069 0.050 0.071 0.057 0.066 0.037 0.073 0.043 0.051 0.081 0.065 0.053 0.122 0.059 0.043     (0.000,0.192) (0.000,0.117) (0.000,0.340) (0.000,0.251) (0.000,0.347) (0.000,0.283) (0.000,0.329) (0.000,0.185) (0.000,0.331) (0.000,0.217) (0.000,0.254) (0.000,0.388) (0.000,0.320) (0.000,0.262) (0.000,0.513) (0.000,0.297) (0.000,0.215) 
610     1939    (0)   15 :  0.058 0.039 0.050 0.053 0.077 0.052 0.079 0.055 0.044 0.071 0.064 0.067 0.052 0.058 0.091 0.049 0.039     (0.000,0.286) (0.000,0.195) (0.000,0.254) (0.000,0.265) (0.000,0.375) (0.000,0.263) (0.000,0.385) (0.000,0.275) (0.000,0.223) (0.000,0.352) (0.000,0.320) (0.000,0.333) (0.000,0.263) (0.000,0.293) (0.000,0.426) (0.000,0.244) (0.000,0.196) 
612      181    (0)   15 :  0.042 0.054 0.078 0.043 0.048 0.076 0.057 0.046 0.074 0.052 0.070 0.053 0.057 0.065 0.078 0.058 0.047     (0.000,0.211) (0.000,0.270) (0.000,0.382) (0.000,0.219) (0.000,0.243) (0.000,0.370) (0.000,0.289) (0.000,0.230) (0.000,0.360) (0.000,0.261) (0.000,0.348) (0.000,0.267) (0.000,0.286) (0.000,0.324) (0.000,0.382) (0.000,0.291) (0.000,0.236) 
613     3567    (0)    4 :  0.047 0.040 0.056 0.071 0.084 0.076 0.052 0.044 0.050 0.039 0.074 0.052 0.063 0.053 0.063 0.071 0.064     (0.000,0.234) (0.000,0.202) (0.000,0.281) (0.000,0.350) (0.000,0.406) (0.000,0.370) (0.000,0.263) (0.000,0.219) (0.000,0.249) (0.000,0.196) (0.000,0.361) (0.000,0.264) (0.000,0.315) (0.000,0.267) (0.000,0.313) (0.000,0.349) (0.000,0.314) 
614     3611    (0)   10 :  0.038 0.081 0.069 0.038 0.045 0.037 0.063 0.048 0.063 0.068 0.053 0.044 0.051 0.060 0.058 0.038 0.146     (0.000,0.190) (0.000,0.368) (0.000,0.336) (0.000,0.193) (0.000,0.223) (0.000,0.184) (0.000,0.305) (0.000,0.240) (0.000,0.296) (0.000,0.327) (0.000,0.261) (0.000,0.223) (0.000,0.255) (0.000,0.296) (0.000,0.287) (0.000,0.190) (0.000,0.506) 
616     1645    (0)   15 :  0.045 0.046 0.041 0.042 0.087 0.057 0.072 0.038 0.047 0.108 0.058 0.085 0.050 0.061 0.063 0.048 0.052     (0.000,0.227) (0.000,0.233) (0.000,0.206) (0.000,0.213) (0.000,0.419) (0.000,0.283) (0.000,0.360) (0.000,0.191) (0.000,0.236) (0.000,0.488) (0.000,0.292) (0.000,0.415) (0.000,0.253) (0.000,0.307) (0.000,0.316) (0.000,0.242) (0.000,0.263) 
617     2143   (12)   15 :  0.068 0.043 0.057 0.044 0.064 0.074 0.070 0.056 0.036 0.103 0.063 0.053 0.058 0.052 0.076 0.045 0.039     (0.000,0.327) (0.000,0.214) (0.000,0.289) (0.000,0.222) (0.000,0.321) (0.000,0.363) (0.000,0.351) (0.000,0.275) (0.000,0.185) (0.000,0.473) (0.000,0.314) (0.000,0.265) (0.000,0.292) (0.000,0.262) (0.000,0.373) (0.000,0.227) (0.000,0.197) 
619       92    (0)   15 :  0.051 0.053 0.076 0.053 0.047 0.047 0.059 0.046 0.042 0.109 0.049 0.041 0.076 0.049 0.111 0.048 0.043     (0.000,0.250) (0.000,0.262) (0.000,0.370) (0.000,0.265) (0.000,0.238) (0.000,0.235) (0.000,0.294) (0.000,0.232) (0.000,0.211) (0.000,0.463) (0.000,0.245) (0.000,0.209) (0.000,0.368) (0.000,0.246) (0.000,0.470) (0.000,0.242) (0.000,0.218) 
624     1393    (0)   16 :  0.098 0.044 0.059 0.073 0.053 0.043 0.057 0.036 0.048 0.047 0.045 0.049 0.051 0.054 0.115 0.070 0.058     (0.000,0.414) (0.000,0.222) (0.000,0.297) (0.000,0.351) (0.000,0.267) (0.000,0.215) (0.000,0.285) (0.000,0.184) (0.000,0.238) (0.000,0.236) (0.000,0.225) (0.000,0.247) (0.000,0.258) (0.000,0.267) (0.000,0.506) (0.000,0.345) (0.000,0.287) 
626     1888   (25)   11 :  0.046 0.031 0.067 0.076 0.060 0.057 0.056 0.053 0.062 0.043 0.039 0.047 0.058 0.041 0.106 0.096 0.062     (0.000,0.226) (0.000,0.157) (0.000,0.333) (0.000,0.373) (0.000,0.302) (0.000,0.284) (0.000,0.284) (0.000,0.268) (0.000,0.294) (0.000,0.219) (0.000,0.197) (0.000,0.236) (0.000,0.290) (0.000,0.206) (0.000,0.474) (0.000,0.449) (0.000,0.307) 
631     1885   (12)   11 :  0.072 0.048 0.046 0.047 0.061 0.076 0.059 0.058 0.037 0.072 0.062 0.060 0.056 0.086 0.051 0.063 0.045     (0.000,0.347) (0.000,0.243) (0.000,0.233) (0.000,0.237) (0.000,0.308) (0.000,0.374) (0.000,0.297) (0.000,0.289) (0.000,0.188) (0.000,0.355) (0.000,0.311) (0.000,0.302) (0.000,0.285) (0.000,0.415) (0.000,0.259) (0.000,0.316) (0.000,0.226) 
635      197    (0)   15 :  0.029 0.027 0.054 0.067 0.049 0.055 0.078 0.037 0.051 0.102 0.069 0.058 0.064 0.044 0.096 0.056 0.062     (0.000,0.146) (0.000,0.136) (0.000,0.273) (0.000,0.334) (0.000,0.249) (0.000,0.275) (0.000,0.386) (0.000,0.186) (0.000,0.249) (0.000,0.468) (0.000,0.340) (0.000,0.294) (0.000,0.319) (0.000,0.225) (0.000,0.448) (0.000,0.279) (0.000,0.310) 
642      861    (0)    3 :  0.075 0.079 0.092 0.051 0.044 0.066 0.062 0.053 0.031 0.045 0.049 0.066 0.054 0.084 0.061 0.044 0.043     (0.000,0.344) (0.000,0.360) (0.000,0.435) (0.000,0.253) (0.000,0.224) (0.000,0.323) (0.000,0.312) (0.000,0.260) (0.000,0.157) (0.000,0.225) (0.000,0.247) (0.000,0.325) (0.000,0.271) (0.000,0.390) (0.000,0.305) (0.000,0.221) (0.000,0.217) 
643     2174    (0)    5 :  0.041 0.052 0.061 0.061 0.061 0.056 0.064 0.039 0.045 0.113 0.058 0.057 0.070 0.059 0.066 0.043 0.054     (0.000,0.208) (0.000,0.261) (0.000,0.306) (0.000,0.302) (0.000,0.305) (0.000,0.279) (0.000,0.319) (0.000,0.195) (0.000,0.227) (0.000,0.501) (0.000,0.293) (0.000,0.285) (0.000,0.344) (0.000,0.294) (0.000,0.331) (0.000,0.218) (0.000,0.270) 
651     3016   (12)   10 :  0.035 0.040 0.073 0.072 0.045 0.044 0.066 0.041 0.032 0.100 0.055 0.057 0.050 0.059 0.065 0.068 0.100     (0.000,0.173) (0.000,0.203) (0.000,0.361) (0.000,0.353) (0.000,0.227) (0.000,0.222) (0.000,0.328) (0.000,0.204) (0.000,0.162) (0.000,0.467) (0.000,0.277) (0.000,0.286) (0.000,0.252) (0.000,0.294) (0.000,0.323) (0.000,0.337) (0.000,0.462) 
652     3498    (0)   15 :  0.053 0.084 0.074 0.047 0.054 0.045 0.075 0.035 0.033 0.063 0.053 0.055 0.051 0.051 0.060 0.048 0.119     (0.000,0.256) (0.000,0.367) (0.000,0.355) (0.000,0.236) (0.000,0.263) (0.000,0.226) (0.000,0.354) (0.000,0.177) (0.000,0.163) (0.000,0.306) (0.000,0.263) (0.000,0.270) (0.000,0.252) (0.000,0.253) (0.000,0.296) (0.000,0.238) (0.000,0.436) 
663     2382    (0)   14 :  0.041 0.040 0.064 0.048 0.059 0.075 0.053 0.056 0.073 0.036 0.081 0.078 0.065 0.082 0.052 0.050 0.048     (0.000,0.206) (0.000,0.204) (0.000,0.319) (0.000,0.242) (0.000,0.295) (0.000,0.363) (0.000,0.269) (0.000,0.277) (0.000,0.350) (0.000,0.182) (0.000,0.393) (0.000,0.380) (0.000,0.324) (0.000,0.395) (0.000,0.262) (0.000,0.250) (0.000,0.240) 
665      291    (0)   15 :  0.054 0.047 0.055 0.051 0.057 0.064 0.067 0.050 0.038 0.045 0.076 0.061 0.068 0.085 0.070 0.062 0.051     (0.000,0.264) (0.000,0.234) (0.000,0.277) (0.000,0.255) (0.000,0.284) (0.000,0.314) (0.000,0.335) (0.000,0.249) (0.000,0.193) (0.000,0.229) (0.000,0.373) (0.000,0.305) (0.000,0.338) (0.000,0.406) (0.000,0.345) (0.000,0.311) (0.000,0.255) 
674     1461    (0)    2 :  0.070 0.139 0.060 0.046 0.045 0.047 0.051 0.077 0.064 0.076 0.047 0.047 0.046 0.048 0.047 0.042 0.046     (0.000,0.336) (0.000,0.555) (0.000,0.303) (0.000,0.234) (0.000,0.229) (0.000,0.237) (0.000,0.259) (0.000,0.362) (0.000,0.315) (0.000,0.369) (0.000,0.238) (0.000,0.238) (0.000,0.235) (0.000,0.243) (0.000,0.238) (0.000,0.211) (0.000,0.234) 
685     3572    (0)    8 :  0.030 0.034 0.032 0.049 0.065 0.040 0.062 0.073 0.184 0.034 0.093 0.079 0.065 0.035 0.050 0.027 0.047     (0.000,0.150) (0.000,0.174) (0.000,0.163) (0.000,0.248) (0.000,0.315) (0.000,0.201) (0.000,0.311) (0.000,0.348) (0.000,0.595) (0.000,0.172) (0.000,0.443) (0.000,0.379) (0.000,0.323) (0.000,0.178) (0.000,0.252) (0.000,0.139) (0.000,0.236) 
687     2751   (12)   10 :  0.027 0.029 0.067 0.063 0.056 0.056 0.090 0.058 0.040 0.139 0.058 0.048 0.050 0.053 0.071 0.043 0.053     (0.000,0.139) (0.000,0.146) (0.000,0.334) (0.000,0.314) (0.000,0.279) (0.000,0.280) (0.000,0.427) (0.000,0.256) (0.000,0.193) (0.000,0.574) (0.000,0.291) (0.000,0.245) (0.000,0.252) (0.000,0.266) (0.000,0.350) (0.000,0.217) (0.000,0.270) 
691     3256    (0)   15 :  0.053 0.044 0.058 0.068 0.061 0.051 0.067 0.033 0.048 0.107 0.060 0.059 0.067 0.055 0.059 0.049 0.060     (0.000,0.257) (0.000,0.222) (0.000,0.291) (0.000,0.333) (0.000,0.304) (0.000,0.257) (0.000,0.335) (0.000,0.166) (0.000,0.237) (0.000,0.481) (0.000,0.299) (0.000,0.298) (0.000,0.330) (0.000,0.278) (0.000,0.294) (0.000,0.247) (0.000,0.301) 
692     2390    (0)    7 :  0.028 0.041 0.079 0.079 0.049 0.075 0.069 0.026 0.025 0.054 0.061 0.073 0.055 0.072 0.065 0.043 0.105     (0.000,0.143) (0.000,0.203) (0.000,0.383) (0.000,0.378) (0.000,0.250) (0.000,0.364) (0.000,0.343) (0.000,0.131) (0.000,0.125) (0.000,0.268) (0.000,0.305) (0.000,0.360) (0.000,0.279) (0.000,0.348) (0.000,0.324) (0.000,0.218) (0.000,0.475) 
695      245    (0)   15 :  0.058 0.061 0.075 0.034 0.063 0.066 0.058 0.045 0.089 0.040 0.060 0.052 0.075 0.078 0.052 0.051 0.043     (0.000,0.279) (0.000,0.294) (0.000,0.363) (0.000,0.172) (0.000,0.312) (0.000,0.325) (0.000,0.293) (0.000,0.221) (0.000,0.390) (0.000,0.202) (0.000,0.300) (0.000,0.260) (0.000,0.365) (0.000,0.374) (0.000,0.261) (0.000,0.256) (0.000,0.215) 
697     1689    (0)   13 :  0.038 0.062 0.054 0.072 0.048 0.076 0.048 0.039 0.056 0.043 0.070 0.051 0.056 0.053 0.054 0.115 0.064     (0.000,0.193) (0.000,0.290) (0.000,0.272) (0.000,0.351) (0.000,0.243) (0.000,0.367) (0.000,0.240) (0.000,0.198) (0.000,0.276) (0.000,0.215) (0.000,0.345) (0.000,0.257) (0.000,0.283) (0.000,0.267) (0.000,0.269) (0.000,0.501) (0.000,0.317) 
704     2744    (0)   10 :  0.031 0.055 0.058 0.058 0.043 0.061 0.084 0.046 0.042 0.088 0.066 0.054 0.051 0.051 0.087 0.058 0.067     (0.000,0.158) (0.000,0.272) (0.000,0.289) (0.000,0.289) (0.000,0.218) (0.000,0.308) (0.000,0.408) (0.000,0.229) (0.000,0.208) (0.000,0.422) (0.000,0.333) (0.000,0.275) (0.000,0.257) (0.000,0.259) (0.000,0.418) (0.000,0.289) (0.000,0.333) 
705      143    (0)   15 :  0.048 0.042 0.070 0.051 0.053 0.047 0.048 0.052 0.119 0.033 0.064 0.070 0.074 0.053 0.064 0.062 0.053     (0.000,0.236) (0.000,0.210) (0.000,0.342) (0.000,0.254) (0.000,0.261) (0.000,0.237) (0.000,0.239) (0.000,0.255) (0.000,0.464) (0.000,0.169) (0.000,0.318) (0.000,0.338) (0.000,0.360) (0.000,0.262) (0.000,0.317) (0.000,0.304) (0.000,0.265) 
709     3282   (12)   15 :  0.071 0.090 0.146 0.036 0.037 0.034 0.047 0.080 0.068 0.033 0.043 0.035 0.055 0.038 0.043 0.041 0.104     (0.000,0.321) (0.000,0.392) (0.000,0.517) (0.000,0.182) (0.000,0.187) (0.000,0.170) (0.000,0.236) (0.000,0.362) (0.000,0.314) (0.000,0.165) (0.000,0.217) (0.000,0.177) (0.000,0.273) (0.000,0.190) (0.000,0.215) (0.000,0.204) (0.000,0.444) 
711     1677    (0)   17 :  0.048 0.097 0.046 0.085 0.073 0.040 0.065 0.054 0.046 0.041 0.048 0.055 0.062 0.037 0.050 0.046 0.108     (0.000,0.235) (0.000,0.421) (0.000,0.230) (0.000,0.404) (0.000,0.345) (0.000,0.203) (0.000,0.322) (0.000,0.265) (0.000,0.224) (0.000,0.209) (0.000,0.244) (0.000,0.272) (0.000,0.309) (0.000,0.188) (0.000,0.254) (0.000,0.230) (0.000,0.484) 
712     1773    (0)    4 :  0.040 0.050 0.046 0.100 0.058 0.056 0.058 0.026 0.028 0.047 0.069 0.050 0.058 0.069 0.070 0.061 0.115     (0.000,0.199) (0.000,0.247) (0.000,0.230) (0.000,0.459) (0.000,0.291) (0.000,0.279) (0.000,0.291) (0.000,0.133) (0.000,0.144) (0.000,0.239) (0.000,0.344) (0.000,0.252) (0.000,0.294) (0.000,0.335) (0.000,0.346) (0.000,0.305) (0.000,0.506) 
722     1687   (12)   13 :  0.052 0.052 0.052 0.067 0.044 0.061 0.064 0.068 0.041 0.069 0.075 0.050 0.060 0.048 0.080 0.061 0.055     (0.000,0.257) (0.000,0.258) (0.000,0.263) (0.000,0.333) (0.000,0.224) (0.000,0.307) (0.000,0.320) (0.000,0.336) (0.000,0.207) (0.000,0.339) (0.000,0.369) (0.000,0.254) (0.000,0.300) (0.000,0.245) (0.000,0.388) (0.000,0.309) (0.000,0.278) 
727     3880    (0)   11 :  0.047 0.060 0.055 0.040 0.056 0.101 0.053 0.038 0.063 0.040 0.066 0.092 0.057 0.072 0.045 0.065 0.051     (0.000,0.237) (0.000,0.296) (0.000,0.277) (0.000,0.203) (0.000,0.283) (0.000,0.470) (0.000,0.265) (0.000,0.192) (0.000,0.311) (0.000,0.201) (0.000,0.329) (0.000,0.437) (0.000,0.289) (0.000,0.355) (0.000,0.228) (0.000,0.324) (0.000,0.256) 
728      384    (0)   12 :  0.025 0.027 0.094 0.049 0.072 0.092 0.074 0.041 0.055 0.050 0.060 0.066 0.070 0.040 0.076 0.054 0.055     (0.000,0.127) (0.000,0.137) (0.000,0.438) (0.000,0.247) (0.000,0.351) (0.000,0.428) (0.000,0.363) (0.000,0.207) (0.000,0.270) (0.000,0.249) (0.000,0.303) (0.000,0.328) (0.000,0.348) (0.000,0.204) (0.000,0.367) (0.000,0.270) (0.000,0.277) 
730     1805    (0)    8 :  0.096 0.092 0.050 0.041 0.039 0.046 0.042 0.137 0.108 0.045 0.045 0.039 0.045 0.041 0.042 0.050 0.042     (0.000,0.427) (0.000,0.423) (0.000,0.251) (0.000,0.206) (0.000,0.198) (0.000,0.233) (0.000,0.214) (0.000,0.552) (0.000,0.467) (0.000,0.227) (0.000,0.229) (0.000,0.198) (0.000,0.229) (0.000,0.208) (0.000,0.213) (0.000,0.249) (0.000,0.212) 
744      407    (0)    3 :  0.033 0.029 0.078 0.054 0.059 0.072 0.065 0.037 0.042 0.102 0.069 0.063 0.071 0.041 0.082 0.055 0.045     (0.000,0.167) (0.000,0.149) (0.000,0.383) (0.000,0.272) (0.000,0.297) (0.000,0.356) (0.000,0.327) (0.000,0.189) (0.000,0.213) (0.000,0.471) (0.000,0.341) (0.000,0.317) (0.000,0.351) (0.000,0.209) (0.000,0.401) (0.000,0.278) (0.000,0.229) 
749      306    (0)   15 :  0.051 0.056 0.051 0.120 0.055 0.047 0.062 0.040 0.039 0.038 0.052 0.041 0.054 0.056 0.056 0.056 0.125     (0.000,0.247) (0.000,0.275) (0.000,0.256) (0.000,0.526) (0.000,0.276) (0.000,0.238) (0.000,0.311) (0.000,0.201) (0.000,0.195) (0.000,0.192) (0.000,0.263) (0.000,0.207) (0.000,0.272) (0.000,0.279) (0.000,0.284) (0.000,0.279) (0.000,0.532) 
755     1084    (0)    8 :  0.028 0.032 0.035 0.046 0.039 0.038 0.046 0.325 0.123 0.036 0.037 0.037 0.034 0.033 0.038 0.038 0.035     (0.000,0.143) (0.000,0.163) (0.000,0.179) (0.000,0.229) (0.000,0.194) (0.000,0.189) (0.000,0.231) (0.000,0.725) (0.000,0.511) (0.000,0.180) (0.000,0.186) (0.000,0.188) (0.000,0.170) (0.000,0.166) (0.000,0.190) (0.000,0.194) (0.000,0.178) 
756     2147    (0)   15 :  0.034 0.041 0.065 0.084 0.046 0.039 0.073 0.034 0.036 0.076 0.040 0.045 0.050 0.051 0.157 0.045 0.083     (0.000,0.170) (0.000,0.207) (0.000,0.322) (0.000,0.395) (0.000,0.231) (0.000,0.195) (0.000,0.362) (0.000,0.172) (0.000,0.183) (0.000,0.352) (0.000,0.203) (0.000,0.225) (0.000,0.251) (0.000,0.256) (0.000,0.579) (0.000,0.228) (0.000,0.395) 
757     1612    (0)   15 :  0.064 0.056 0.091 0.055 0.052 0.056 0.060 0.048 0.053 0.074 0.049 0.046 0.055 0.058 0.076 0.053 0.053     (0.000,0.313) (0.000,0.279) (0.000,0.434) (0.000,0.278) (0.000,0.262) (0.000,0.279) (0.000,0.304) (0.000,0.242) (0.000,0.264) (0.000,0.360) (0.000,0.250) (0.000,0.234) (0.000,0.277) (0.000,0.290) (0.000,0.371) (0.000,0.267) (0.000,0.265) 
761      779    (0)   14 :  0.061 0.069 0.047 0.077 0.060 0.047 0.056 0.052 0.041 0.074 0.062 0.070 0.050 0.071 0.055 0.050 0.056     (0.000,0.296) (0.000,0.335) (0.000,0.239) (0.000,0.375) (0.000,0.302) (0.000,0.238) (0.000,0.285) (0.000,0.261) (0.000,0.209) (0.000,0.363) (0.000,0.308) (0.000,0.347) (0.000,0.251) (0.000,0.349) (0.000,0.275) (0.000,0.252) (0.000,0.281) 
764      696    (0)    4 :  0.021 0.022 0.044 0.161 0.044 0.055 0.046 0.037 0.023 0.035 0.046 0.053 0.056 0.052 0.028 0.134 0.143     (0.000,0.106) (0.000,0.110) (0.000,0.222) (0.000,0.606) (0.000,0.221) (0.000,0.272) (0.000,0.232) (0.000,0.181) (0.000,0.117) (0.000,0.177) (0.000,0.229) (0.000,0.266) (0.000,0.280) (0.000,0.258) (0.000,0.144) (0.000,0.537) (0.000,0.563) 
765      415    (0)    3 :  0.049 0.051 0.085 0.079 0.071 0.035 0.072 0.046 0.036 0.045 0.037 0.055 0.046 0.037 0.095 0.069 0.092     (0.000,0.235) (0.000,0.248) (0.000,0.402) (0.000,0.382) (0.000,0.340) (0.000,0.178) (0.000,0.353) (0.000,0.232) (0.000,0.179) (0.000,0.229) (0.000,0.187) (0.000,0.273) (0.000,0.234) (0.000,0.188) (0.000,0.439) (0.000,0.337) (0.000,0.428) 
770     2586    (0)    9 :  0.060 0.115 0.099 0.055 0.042 0.053 0.089 0.059 0.036 0.054 0.051 0.053 0.046 0.039 0.072 0.031 0.048     (0.000,0.287) (0.000,0.473) (0.000,0.459) (0.000,0.276) (0.000,0.210) (0.000,0.266) (0.000,0.425) (0.000,0.291) (0.000,0.183) (0.000,0.270) (0.000,0.257) (0.000,0.266) (0.000,0.233) (0.000,0.197) (0.000,0.352) (0.000,0.156) (0.000,0.240) 
772      662    (0)   15 :  0.050 0.070 0.055 0.056 0.053 0.070 0.072 0.041 0.038 0.058 0.070 0.056 0.057 0.064 0.085 0.058 0.048     (0.000,0.245) (0.000,0.344) (0.000,0.275) (0.000,0.280) (0.000,0.267) (0.000,0.349) (0.000,0.357) (0.000,0.210) (0.000,0.192) (0.000,0.291) (0.000,0.346) (0.000,0.281) (0.000,0.289) (0.000,0.320) (0.000,0.409) (0.000,0.293) (0.000,0.241) 
779     3251    (0)   15 :  0.035 0.035 0.063 0.056 0.055 0.047 0.059 0.062 0.121 0.051 0.045 0.047 0.048 0.040 0.124 0.055 0.057     (0.000,0.175) (0.000,0.176) (0.000,0.313) (0.000,0.282) (0.000,0.275) (0.000,0.238) (0.000,0.298) (0.000,0.307) (0.000,0.498) (0.000,0.259) (0.000,0.229) (0.000,0.240) (0.000,0.242) (0.000,0.203) (0.000,0.537) (0.000,0.275) (0.000,0.284) 
781      926    (0)   13 :  0.044 0.071 0.038 0.073 0.055 0.090 0.050 0.027 0.026 0.045 0.084 0.072 0.062 0.073 0.048 0.074 0.067     (0.000,0.218) (0.000,0.325) (0.000,0.193) (0.000,0.359) (0.000,0.276) (0.000,0.424) (0.000,0.255) (0.000,0.136) (0.000,0.134) (0.000,0.227) (0.000,0.408) (0.000,0.353) (0.000,0.312) (0.000,0.351) (0.000,0.243) (0.000,0.356) (0.000,0.334) 
783     3456    (0)    6 :  0.047 0.057 0.075 0.043 0.053 0.074 0.063 0.060 0.050 0.059 0.058 0.064 0.062 0.067 0.065 0.057 0.047     (0.000,0.233) (0.000,0.284) (0.000,0.367) (0.000,0.219) (0.000,0.266) (0.000,0.362) (0.000,0.317) (0.000,0.292) (0.000,0.250) (0.000,0.293) (0.000,0.292) (0.000,0.318) (0.000,0.309) (0.000,0.328) (0.000,0.323) (0.000,0.288) (0.000,0.237) 
786      844    (0)   16 :  0.044 0.047 0.103 0.054 0.051 0.075 0.067 0.035 0.036 0.072 0.067 0.054 0.086 0.050 0.066 0.049 0.044     (0.000,0.216) (0.000,0.234) (0.000,0.473) (0.000,0.274) (0.000,0.259) (0.000,0.365) (0.000,0.333) (0.000,0.178) (0.000,0.184) (0.000,0.354) (0.000,0.333) (0.000,0.271) (0.000,0.411) (0.000,0.253) (0.000,0.325) (0.000,0.246) (0.000,0.224) 
788     1649    (0)   15 :  0.092 0.082 0.055 0.049 0.061 0.038 0.072 0.036 0.036 0.072 0.050 0.053 0.044 0.053 0.084 0.068 0.056     (0.000,0.410) (0.000,0.392) (0.000,0.275) (0.000,0.247) (0.000,0.302) (0.000,0.193) (0.000,0.356) (0.000,0.183) (0.000,0.180) (0.000,0.354) (0.000,0.252) (0.000,0.266) (0.000,0.223) (0.000,0.268) (0.000,0.399) (0.000,0.336) (0.000,0.281) 
792     3420    (0)    9 :  0.057 0.043 0.046 0.029 0.033 0.032 0.033 0.141 0.330 0.025 0.028 0.030 0.036 0.031 0.036 0.038 0.033     (0.000,0.276) (0.000,0.215) (0.000,0.227) (0.000,0.148) (0.000,0.167) (0.000,0.161) (0.000,0.166) (0.000,0.557) (0.000,0.748) (0.000,0.127) (0.000,0.144) (0.000,0.151) (0.000,0.182) (0.000,0.154) (0.000,0.184) (0.000,0.191) (0.000,0.167) 
796       93    (0)   15 :  0.032 0.029 0.065 0.056 0.057 0.042 0.060 0.032 0.034 0.101 0.048 0.050 0.072 0.044 0.174 0.062 0.043     (0.000,0.161) (0.000,0.148) (0.000,0.319) (0.000,0.279) (0.000,0.284) (0.000,0.211) (0.000,0.302) (0.000,0.159) (0.000,0.171) (0.000,0.445) (0.000,0.244) (0.000,0.251) (0.000,0.353) (0.000,0.219) (0.000,0.614) (0.000,0.306) (0.000,0.216) 
798     1850    (0)    3 :  0.072 0.122 0.040 0.052 0.050 0.054 0.072 0.024 0.040 0.062 0.080 0.047 0.059 0.054 0.068 0.059 0.047     (0.000,0.334) (0.000,0.484) (0.000,0.201) (0.000,0.261) (0.000,0.251) (0.000,0.270) (0.000,0.353) (0.000,0.121) (0.000,0.203) (0.000,0.309) (0.000,0.390) (0.000,0.237) (0.000,0.294) (0.000,0.270) (0.000,0.335) (0.000,0.292) (0.000,0.236) 
799     1078    (0)    8 :  0.053 0.069 0.045 0.035 0.050 0.056 0.042 0.150 0.146 0.037 0.056 0.043 0.054 0.044 0.042 0.038 0.041     (0.000,0.263) (0.000,0.329) (0.000,0.226) (0.000,0.179) (0.000,0.249) (0.000,0.277) (0.000,0.213) (0.000,0.566) (0.000,0.555) (0.000,0.189) (0.000,0.277) (0.000,0.217) (0.000,0.274) (0.000,0.224) (0.000,0.212) (0.000,0.190) (0.000,0.204) 
804      572    (0)   10 :  0.036 0.047 0.056 0.105 0.048 0.059 0.061 0.053 0.043 0.054 0.082 0.064 0.067 0.042 0.059 0.052 0.071     (0.000,0.182) (0.000,0.234) (0.000,0.279) (0.000,0.479) (0.000,0.240) (0.000,0.294) (0.000,0.304) (0.000,0.262) (0.000,0.215) (0.000,0.273) (0.000,0.399) (0.000,0.322) (0.000,0.333) (0.000,0.213) (0.000,0.295) (0.000,0.263) (0.000,0.351) 
806     3158    (0)   14 :  0.051 0.043 0.048 0.068 0.050 0.062 0.057 0.085 0.052 0.047 0.068 0.052 0.057 0.087 0.056 0.060 0.057     (0.000,0.255) (0.000,0.216) (0.000,0.241) (0.000,0.339) (0.000,0.252) (0.000,0.310) (0.000,0.290) (0.000,0.405) (0.000,0.257) (0.000,0.238) (0.000,0.341) (0.000,0.264) (0.000,0.285) (0.000,0.413) (0.000,0.283) (0.000,0.298) (0.000,0.285) 
811      153    (0)   15 :  0.055 0.035 0.056 0.054 0.054 0.064 0.084 0.061 0.049 0.080 0.081 0.047 0.071 0.048 0.065 0.047 0.048     (0.000,0.266) (0.000,0.174) (0.000,0.281) (0.000,0.268) (0.000,0.273) (0.000,0.317) (0.000,0.405) (0.000,0.294) (0.000,0.242) (0.000,0.386) (0.000,0.387) (0.000,0.238) (0.000,0.348) (0.000,0.244) (0.000,0.326) (0.000,0.238) (0.000,0.244) 
